x0,xf,f,nit,grad_norm,success
"(-100, -100)",[-1.73229046e-04 -1.00039437e+02],-3.1216961942633006,200,0.0002474691481712299,True
"(-100, -90)",[-2.16774626e-04 -9.00486299e+01],-3.1194999170978868,200,0.0003089917173917162,True
"(-100, -80)",[-2.78158304e-04 -8.00614556e+01],-3.1167595621157522,200,0.00039569795374579857,True
"(-100, -70)",[-3.68375949e-04 -7.00801123e+01],-3.1132451683269347,200,0.0005231202973769567,True
"(-100, -60)",[-5.08304081e-04 -6.01087495e+01],-3.10857691706239,200,0.0007207514966462582,True
"(-100, -50)",[-7.41584549e-04 -5.01559759e+01],-3.102081172745722,200,0.0010502496675762077,True
"(-100, -40)",[-1.17240460e-03 -4.02420925e+01],-3.0924467205093036,200,0.0016588373087289391,True
"(-100, -30)",[-2.10369106e-03 -3.04245731e+01],-3.0767894945215772,200,0.002975068430050766,True
"(-100, -20)",[-4.76796610e-03 -2.09178314e+01],-3.0478203307748295,200,0.006761618297248826,True
"(-100, -10)",[ -0.02144586 -12.88814827],-2.9903927035957407,200,0.03344421182078361,True
"(-100, 0)",[-9.88699679e-03 -1.04492805e+01],-2.9560780744075874,200,0.017607045999329208,True
"(-100, 10)",[-0.05893657 -7.43955821],-2.8805415581177276,200,0.09045068975098536,True
"(-100, 20)",[-5.24173833e-03  1.88724124e+01],3.0321108300164856,200,0.0074962363254639204,True
"(-100, 30)",[-2.11956582e-03  2.95320010e+01],3.0725458545847273,200,0.003021717277480845,True
"(-100, 40)",[-1.01663824e-03  3.97420111e+01],3.090563123844513,200,0.001493950103151687,True
"(-100, 50)",[-4.2778319e-04  4.9836251e+01],3.10102241486084,200,0.000824245477735569,True
"(-100, 60)",[4.36141984e-05 5.98865677e+01],3.1078967263286144,200,0.0008671719978121257,True
"(-100, 70)",[6.64492339e-04 6.99163221e+01],3.11277024249337,200,0.0017933362414553316,True
"(-100, 80)",[2.09156241e-03 7.99345044e+01],3.1164120678415324,200,0.004511529605683279,True
"(-100, 90)",[9.28530358e-03 8.99406938e+01],3.1193146493233734,200,0.018822408405331448,True
"(-100, 100)",[-2.56332889e-05  9.92593661e+01],3.121337425411161,200,0.00025648847135924073,True
"(-90, -100)",[-1.70545980e-04 -1.00039439e+02],-3.1216961951848345,200,0.000244287078562516,True
"(-90, -90)",[-2.13632352e-04 -9.00486330e+01],-3.1194999184486885,200,0.000305178927055362,True
"(-90, -80)",[-2.74445236e-04 -8.00614593e+01],-3.1167595641640973,200,0.0003910886640179178,True
"(-90, -70)",[-3.63943905e-04 -7.00801168e+01],-3.1132451715644884,200,0.0005174918578152856,True
"(-90, -60)",[-5.02952106e-04 -6.01087548e+01],-3.108576922453588,200,0.0007137979177554905,True
"(-90, -50)",[-7.35032134e-04 -5.01559824e+01],-3.10208118235794,200,0.001041535466159388,True
"(-90, -40)",[-1.16424087e-03 -4.02421005e+01],-3.092446739350604,200,0.001647700691769744,True
"(-90, -30)",[-2.09324539e-03 -3.04245830e+01],-3.0767895371665324,200,0.002960332413064017,True
"(-90, -20)",[-4.75370952e-03 -2.09178433e+01],-3.0478204562414377,200,0.006740039506066665,True
"(-90, -10)",[ -0.02141738 -12.88815853],-2.9903937152182842,200,0.03339069495307784,True
"(-90, 0)",[-9.88706100e-03 -1.04492815e+01],-2.95607809244205,200,0.0176070597590744,True
"(-90, 10)",[-0.06963925 -7.43813118],-2.879481301278182,200,0.11062696932481479,True
"(-90, 20)",[-5.20014147e-03  1.88723594e+01],3.032110326625346,200,0.0074471109177329025,True
"(-90, 30)",[-2.04965935e-03  2.95319265e+01],3.072545551967167,200,0.002938213817748108,True
"(-90, 40)",[-8.98836245e-04  3.97418901e+01],3.0905628940875354,200,0.001394131445098469,True
"(-90, 50)",[-2.10437144e-04  4.98360307e+01],3.1010222737457345,200,0.0009168260184104459,True
"(-90, 60)",[5.11650086e-04 5.98860960e+01],3.1078969841726134,200,0.0016896536383545924,True
"(-90, 70)",[1.99182592e-03 6.99149884e+01],3.112773765667303,200,0.0044187777291622155,True
"(-90, 80)",[9.21386759e-03 7.99273593e+01],3.1164925813328903,200,0.018747656992174663,True
"(-90, 90)",[-19.50399941  19.44503428],380.04235298304985,200,38.29357702199029,True
