x0,xf,f,nit,grad_norm,success
"(0, -90)",[-2.14552475e-05 -3.04824459e+02],-3.1350421101950987,200,3.034230193921833e-05,False
"(0, -80)",[-2.71224460e-05 -2.71061037e+02],-3.134227635394828,200,3.835693090900882e-05,False
"(0, -70)",[-6.70723378e-15 -3.56171562e+02],-3.135985169440481,200,2.223451467105823e-05,False
"(0, -60)",[ 1.57449872e-16 -3.05508493e+02],-3.1350567535056024,200,3.020679858063857e-05,False
"(0, -50)",[-1.36363537e-05 -3.82478475e+02],-3.1363703597441455,200,1.9284716376172986e-05,False
"(0, -40)",[-2.12330550e-05 -3.06417732e+02],-3.135076116792534,200,3.002807432829897e-05,False
"(0, -30)",[ 1.11827661e-15 -3.45647057e+02],-3.135814670054911,200,2.360720378069477e-05,False
"(0, -20)",[-1.65688160e-05 -3.46939813e+02],-3.135836169508505,200,2.3431844242377775e-05,False
"(0, -10)",[-1.30365786e-05 -3.91188939e+02],-3.1364864971837823,200,1.8436506290332433e-05,False
"(0, 0)",[-6.30663802e-15 -2.91250952e+02],-3.1347373373690237,200,3.3231486311848106e-05,False
"(0, 10)",[-2.27328781e-05 -2.96121033e+02],-3.134849896525151,200,3.214914453747474e-05,False
"(0, 20)",[6.74957449e-07 1.88658219e+01],3.0320752249819902,200,0.008529578548826319,False
"(0, 30)",[1.87978127e-08 2.95297423e+01],3.072541029573203,200,0.003379228005355239,False
"(0, 40)",[1.70750310e-09 3.97409674e+01],3.090562055113053,200,0.0018436799304427732,False
"(0, 50)",[2.74215906e-10 4.98358175e+01],3.1010222271676735,200,0.0011647842814123588,False
"(0, 60)",[6.22364145e-11 5.98866116e+01],3.10789672462115,200,0.000803295939039449,False
"(0, 70)",[1.78544918e-11 6.99169897e+01],3.1127698022690646,200,0.0005876671958828689,False
"(0, 80)",[6.06980893e-12 7.99366027e+01],3.116407695331322,200,0.0004486413301710262,False
"(0, 90)",[2.34727369e-12 8.99499999e+01],3.1192284376636787,200,0.0003537498959154468,False
"(0, 100)",[1.00441939e-12 9.99595569e+01],3.121480081319828,200,0.00028609109473032567,False
"(10, -100)",[-1.00819621e-14 -3.38586028e+02],-3.135694347035299,200,2.4600669256166197e-05,False
"(10, -90)",[-2.78946584e-15 -3.04825351e+02],-3.135042129328763,200,3.0342128939618827e-05,False
"(10, -80)",[ 6.39296423e-16 -2.71062177e+02],-3.1342276663133823,200,3.835661651204609e-05,False
"(10, -70)",[-1.57219722e-05 -3.56173860e+02],-3.1359852055644026,200,2.223422624441222e-05,False
"(10, -60)",[-2.13589865e-05 -3.05511664e+02],-3.135056821231862,200,3.020616832221276e-05,False
"(10, -50)",[ 3.75246099e-15 -3.82485460e+02],-3.1363704549887625,200,1.9284014317569093e-05,False
"(10, -40)",[-8.15658847e-17 -3.06428740e+02],-3.1350763505181716,200,3.0025924464343623e-05,False
"(10, -30)",[-1.66901261e-05 -3.45674909e+02],-3.135815134961863,200,2.3603402635895634e-05,False
